fishID,half,prePost,largeMalePosition,fishName,number_transits,latency_plant,latency_right_screen,latency_left_screen,center,left screen,left side,plant,right screen,right side,latency_plant_1,latency_right_screen_1,latency_left_screen_1
fid11,p3,post,left,bernice,35,3.155,54.017,11.6,10.678,56.592,20.011,8.145,183.735,18.017,3.155,54.017,11.6
fid11,p3,pre,right,bernice,7,0,0.677,0,0,0,0,0,297.3165,2.2655,300,0.677,300
fid12,p1,post,none,andrea,24,2.148,171.366,84.065,30.694,6.273,23.725,195.526,10.943,33.899,2.148,171.366,84.065
fid12,p2,post,right,andrea,18,1.247,164.609,6.851,16.015,18.522,47.346,202.816,3.472,11.379,1.247,164.609,6.851
fid12,p3,post,left,andrea,19,0.87,0,12.614,5.874,257.992,18.047,17.352,0,0,0.87,300,12.614
fid13,p1,post,none,ava,76,10.44,2.075,20.049,22.578,79.105,50.15,39.361,61.934,45.217,10.44,2.075,20.049
fid13,p1,pre,none,ava,76,1.899,11.147,34.86450000000001,24.9435,70.3025,35.903,5.720000000000001,120.15199999999999,40.1735,1.899,11.147,34.86450000000001
fid13,p2,post,right,ava,69,59.996,3.673,14.207,35.505,94.212,54.959,8.008,58.455,46.717,59.996,3.673,14.207
fid13,p2,pre,left,ava,93.5,64.634,0.776,32.381,24.176000000000002,47.010999999999996,34.5315,3.8725000000000005,142.256,46.929,64.634,0.776,32.381
fid13,p3,post,left,ava,51,238.538,197.76,0.294,14.269,169.247,49.641,22.461,9.352,36.433,238.538,197.76,0.294
fid13,p3,pre,right,ava,56,157.8825,4.0485,15.7575,12.405,107.834,40.299,0.935,114.824,21.2895,218.64499999999998,4.0485,15.7575
fid14,p1,post,none,delfina,28,56.316,61.122,2.062,0,49.25,6.412,2.002,227.729,13.074,56.316,61.122,2.062
fid14,p1,pre,none,delfina,84.5,51.238,0.276,36.3805,29.371000000000002,52.858000000000004,43.7775,1.067,94.28800000000001,76.564,52.247,0.276,36.3805
fid14,p2,post,left,delfina,8,247.148,0.213,249.928,0,49.348,1.875,1.067,245.312,1.336,247.261,0.213,249.928
fid14,p2,pre,right,delfina,20,0,1.7265,35.033,5.0715,4.0045,9.8765,0,251.4135,28.9135,300,1.7265,35.033
fid14,p3,post,right,delfina,77,59.798,49.766,0.262,16.547,77.273,27.135,7.217,135.2,36.562,59.798,49.766,0.262
fid14,p3,pre,left,delfina,5,0,0.7110000000000001,0,0,0,0,0,295.068,3.749,300,0.7110000000000001,300
fid15,p1,post,none,chloe,65,0,1.208,8.865,8.801,201.572,24.779,0,47.527,15.494,300,1.208,8.865
fid15,p1,pre,none,chloe,51,36.9265,75.2695,28.802,33.428,31.829500000000003,37.939,62.3275,101.287,32.030499999999996,36.9265,75.2695,28.802
fid15,p2,post,left,chloe,65,19.976,23.18,1.825,11.741,44.308,18.426,2.403,189.938,31.972,19.976,23.18,1.825
fid15,p2,pre,right,chloe,29,195.7475,0.703,200.50099999999998,5.67,5.4719999999999995,5.8835,2.8724999999999996,261.9995,15.8885,196.1035,0.703,200.50099999999998
fid15,p3,post,right,chloe,25,0,1.582,0,0,0,0,0,284.544,13.874,300,1.582,300
fid15,p3,pre,left,chloe,20.5,0,2.7495000000000003,43.705,4.2705,2.136,6.54,0,268.8485,14.1125,300,2.7495000000000003,43.705
fid16,p1,post,none,carla,46,14.417,3.55,30.242,18.25,8.012,27.495,69.038,131.896,45.378,14.417,3.55,30.242
fid16,p1,pre,none,carla,79.5,3.054,32.25,15.3575,21.2445,41.9275,50.052,20.424,89.2435,73.9625,3.054,32.25,15.3575
fid16,p2,post,left,carla,53,221.472,1.836,45.23,27.191,87.95,63.534,25.359,57.658,36.567,221.472,1.836,45.23
fid16,p2,pre,right,carla,26,0,44.177,1.6465,7.343999999999999,14.417000000000002,18.951999999999998,0,232.442,24.7055,300,44.177,1.6465
fid16,p3,post,right,carla,35,0,0,0.952,9.842,235.394,53.649,0,0,0,300,300,0.952
fid16,p3,pre,left,carla,43,1.717,10.938500000000001,193.9785,18.6655,14.815,17.256500000000003,6.7669999999999995,202.5725,36.462,1.717,10.938500000000001,193.9785
fid17,p1,post,none,amanda,41,7.554,17.161,42.72,30.87,79.817,34.174,4.268,106.735,45.656,11.291,17.161,42.72
fid17,p1,pre,none,amanda,48.5,18.674,1.2995,19.950000000000003,18.417,69.136,34.969,0.4,129.1295,47.179,244.98250000000002,1.2995,19.950000000000003
fid17,p2,post,right,amanda,9,0,1.416,0,0,0,0,0,286.394,11.208,300,1.416,300
fid17,p2,pre,right,amanda,18,0,8.2975,24.354,4.4,240.9355,39.9065,0,6.539,4.942500000000001,300,8.2975,24.354
fid17,p3,post,left,amanda,11,0,0.329,0,0,0,0,0,288.7855,10.8095,300,0.329,300
fid17,p3,pre,left,amanda,30,57.8835,24.5435,0.677,25.041,21.872500000000002,36.6545,3.406,184.99349999999998,23.086,57.8835,24.5435,0.677
fid18,p1,post,none,anna,40.5,2.5915,21.2775,9.2655,9.9465,13.513,22.7035,6.076499999999999,222.84050000000002,23.5215,2.5915,21.2775,9.2655
fid18,p1,pre,none,anna,57,0,0.658,54.9925,9.3,66.5455,32.81699999999999,0,162.067,26.9985,300,0.658,54.9925
fid18,p2,post,right,anna,20.5,254.26999999999998,0.681,241.22000000000003,1.333,9.3415,4.173,2.27,269.9945,11.9835,254.26999999999998,0.681,241.22000000000003
fid18,p2,pre,left,anna,78,77.615,1.0095,126.9005,17.5345,49.462500000000006,22.3075,0.803,177.8305,29.2075,227.6985,1.0095,126.9005
fid18,p3,post,left,anna,40,48.483,0.263,92.0895,7.8735,16.012,12.681000000000001,1.0675,241.20549999999997,20.896,198.54500000000002,0.263,92.0895
fid18,p3,pre,right,anna,90,0,4.1434999999999995,5.6165,25.494,59.788,38.9435,0,128.59550000000002,46.396,300,4.1434999999999995,5.6165
fid19,p1,post,none,allison,59,11.061,29.479,43.8615,25.3555,65.55850000000001,49.3045,59.1285,47.952,50.582499999999996,11.061,29.479,43.8615
fid19,p1,pre,none,allison,82.5,28.665,12.248000000000001,36.269,38.0805,37.447500000000005,66.3035,60.2645,29.061,68.44149999999999,28.665,12.248000000000001,36.269
fid19,p2,post,left,allison,60,0,66.00049999999999,0.6819999999999999,24.3235,139.5695,71.524,0,23.522,40.706999999999994,300,66.00049999999999,0.6819999999999999
fid19,p2,pre,right,allison,100.5,25.5125,30.7185,6.9965,27.267000000000003,56.797,59.6645,53.025499999999994,53.7765,49.009,25.5125,30.7185,6.9965
fid19,p3,post,right,allison,45.5,55.9345,7.1035,0.713,41.3775,24.552999999999997,32.882999999999996,58.707499999999996,91.04650000000001,47.067,55.9345,7.1035,0.713
fid19,p3,pre,left,allison,82,54.193,37.828500000000005,1.3875,31.500500000000002,40.388,70.7565,89.348,19.022,46.540000000000006,54.193,37.828500000000005,1.3875
fid2,p1,post,none,daisy,80,10.387,13.592,5.817,18.685,29.097,32.231,10.814,163.088,44.31,10.387,13.592,5.817
fid2,p1,pre,none,daisy,38,12.702,3.654,16.926,12.326,210.932,32.828,13.506,9.347,17.411,12.702,3.654,16.926
fid2,p2,post,left,daisy,55,0,2.058,43.414,4.539,10.408,4.003,0,236.203,43.62,300,2.058,43.414
fid2,p2,pre,right,daisy,27,227.286,142.817,0.241,11.209,210.708,17.755,3.839,42.976,12.413,227.286,142.817,0.241
fid2,p3,post,right,daisy,65,77.22,85.064,1.645,10.411,103.355,27.758,6.409,120.373,32.036,77.22,85.064,1.645
fid2,p3,pre,left,daisy,19,0,0.253,127.093,6.338,151.299,20.763,0,116.951,4.802,300,0.253,127.093
fid20,p1,post,none,daniela,56,1.077,11.4535,29.814999999999998,17.255000000000003,42.88549999999999,41.855000000000004,62.2825,89.9565,41.461,1.077,11.4535,29.814999999999998
fid20,p1,pre,none,daniela,58,8.873000000000001,76.974,27.308999999999997,22.647,19.89,28.0295,42.015,150.04399999999998,36.052499999999995,8.873000000000001,76.974,27.308999999999997
fid20,p2,post,left,daniela,39.5,120.1675,89.10300000000001,0.783,7.473000000000001,111.364,26.191499999999998,11.711,127.8165,14.446,120.1675,89.10300000000001,0.783
fid20,p2,pre,right,daniela,47,241.753,0.5635,190.28300000000002,8.893,24.393,9.081,6.852,206.67849999999999,43.188,241.753,0.5635,190.28300000000002
fid20,p3,post,right,daniela,53,241.14100000000002,1.309,147.64600000000002,12.2965,23.3505,23.7955,26.094,174.2045,34.882000000000005,241.14100000000002,1.309,147.64600000000002
fid20,p3,pre,left,daniela,54,188.493,190.744,0.196,4.5155,181.722,75.31700000000001,5.7295,22.603499999999997,7.478,188.493,190.744,0.196
fid21,p1,post,largeMale,none,55,9.387,0.023,11.056,18.676,58.454,41.441,18.492,128.227,34.629,9.387,0.023,11.056
fid21,p1,post,none,adele,56,26.7335,1.04,11.012,22.4425,50.455,46.805499999999995,25.644,100.334,53.966,26.7335,1.04,11.012
fid21,p1,pre,none,adele,1,0.023,0,0,0,0,0,298.7175,0,0,1.187,300,300
fid21,p2,post,right,adele,68,12.324,17.229,3.617,14.007,61.652,26.421,26.68,134.726,33.496,12.324,17.229,3.617
fid21,p2,pre,left,adele,1,0.013,0,0,0,0,0,297.0635,0,0,2.9364999999999997,300,300
fid21,p3,post,left,adele,35,165.57,197.222,0.339,12.08,176.213,22.164,23.117,45.454,20.041,165.57,197.222,0.339
fid21,p3,pre,right,adele,1,0.0115,0,0,0,0,0,298.789,0,0,0.023,300,300
fid22,p1,post,none,bernadette,73,14.496,0.083,44.755,19.118,9.616,26.252,43.349,136.747,63.168,14.496,0.083,44.755
fid22,p1,pre,none,bernadette,55,4.0445,0.1285,24.8965,9.341,10.426,12.5495,15.6825,223.985,27.811,4.0445,0.1285,24.8965
fid22,p2,post,left,bernadette,33,7.489,0.023,19.032,1.869,4.003,5.073,15.946,247.953,24.862,7.489,0.023,19.032
fid22,p2,pre,right,bernadette,50,0,0.3705,0,0,0,0,0,277.6725,21.0255,300,0.3705,300
fid22,p3,post,right,bernadette,23,0,0.267,0,0,0,0,0,290.009,9.734,300,0.267,300
fid22,p3,pre,left,bernadette,28,70.9765,0.5235,76.5385,2.3,5.4719999999999995,2.4059999999999997,4.2765,262.08,23.0405,70.9765,0.5235,76.5385
fid23,p1,post,none,bess,33,0.747,7.9,12.491,2.705,133.013,15.12,136.707,6.938,4.804,0.747,7.9,12.491
fid23,p1,pre,none,bess,63.5,11.317,162.0755,78.0205,8.072000000000001,126.5675,46.803,51.116,49.932,18.049500000000002,11.317,162.0755,78.0205
fid23,p2,post,left,bess,60,26.394,52.384,1.423,16.278,32.649,52.227,120.201,42.575,31.255,26.394,52.384,1.423
fid23,p2,pre,right,bess,61,10.6255,0.0755,46.06,8.935,25.801499999999997,17.445500000000003,20.4605,202.6385,25.0045,10.6255,0.0755,46.06
fid23,p3,post,right,bess,45,0.735,26.26,36.938,15.747,85.682,26.428,64.366,83.568,23.197,0.735,26.26,36.938
fid23,p3,pre,left,bess,70,0.9929999999999999,7.216,23.292,5.33,87.4725,48.8765,47.0655,78.2425,32.1265,0.9929999999999999,7.216,23.292
fid24,p1,post,none,ariana,29,32.113,48.262,63.814,5.167,5.1,50.61,51.47,169.894,17.692,32.113,48.262,63.814
fid24,p1,pre,none,ariana,42,31.5155,78.632,61.173500000000004,30.344,190.51,28.4285,25.6885,13.250499999999999,10.913499999999999,31.5155,78.632,61.173500000000004
fid24,p2,post,left,ariana,23,265.884,0.023,138.56,6.804,121.726,25.217,4.768,129.728,7.214,265.884,0.023,138.56
fid24,p2,pre,right,ariana,54,7.798,10.868500000000001,1.525,2.8329999999999997,5.6855,11.6175,11.158000000000001,253.18,13.662500000000001,7.798,10.868500000000001,1.525
fid24,p3,post,right,ariana,31,0.023,5.358,28.501,6.671,251.883,25.012,1.329,6.275,7.21,0.917,5.358,28.501
fid24,p3,pre,left,ariana,40,161.8555,0.5735,156.2015,2.5345,107.947,22.0195,6.543,152.493,7.3065,161.8555,0.5735,156.2015
fid25,p1,post,none,amy,29,0.023,74.365,34.381,8.103,193.405,32.995,53.472,6.132,5.738,0.023,74.365,34.381
fid25,p1,pre,none,amy,46,61.552,1.2405,24.4635,7.4735,209.2405,38.5415,2.535,23.778,17.19,61.735,1.2405,24.4635
fid25,p2,post,left,amy,34,139.158,129.142,0.108,9.217,119.106,37.906,11.872,99.434,19.952,139.158,129.142,0.108
fid25,p2,pre,right,amy,25.5,0,170.128,0.713,1.5345,161.5385,5.5395,0,127.0095,3.8724999999999996,300,170.128,0.713
fid25,p3,post,right,amy,31,48.065,0.023,89.995,0,87.314,18.988,66.032,105.204,18.276,48.065,0.023,89.995
fid25,p3,pre,left,amy,59,155.28199999999998,0.1945,157.23399999999998,10.3975,34.4745,35.162,14.7,168.913,36.933499999999995,155.28199999999998,0.1945,157.23399999999998
fid26,p1,post,none,beverly,11,0,0.107,0,0,0,0,0,290.41,9.567,300,0.107,300
fid26,p1,pre,none,beverly,93,2.5475,119.01400000000001,9.0215,17.3435,94.49600000000001,47.535,17.618000000000002,77.95849999999999,44.5595,2.5475,119.01400000000001,9.0215
fid26,p2,post,left,beverly,31,209.111,0.092,225.962,9.767,20.702,13.812,23.359,220.358,14.022,209.111,0.092,225.962
fid26,p2,pre,right,beverly,104.5,9.727,0.049,13.781,15.9315,43.0445,54.695499999999996,75.1805,56.491,53.8685,9.727,0.049,13.781
fid26,p3,post,right,beverly,1,0,0.321,0,0,0,0,0,299.583,0,300,0.321,300
fid26,p3,pre,left,beverly,88.5,114.87950000000001,1.5285,13.091999999999999,20.4665,69.2105,73.71350000000001,49.9645,41.916,44.9275,114.87950000000001,1.5285,13.091999999999999
fid27,p1,post,none,amber,9,172.87,5.166,0,1.603,0,0,127.116,60.228,108.118,172.87,5.166,300
fid27,p2,post,right,amber,21,2.4814999999999996,0,93.20599999999999,0.5345,178.01850000000002,42.13849999999999,59.3395,0,17.7015,2.4814999999999996,300,93.20599999999999
fid27,p3,post,left,amber,26.5,2.18,93.801,121.56299999999999,15.8115,21.8545,9.343499999999999,204.628,9.381499999999999,36.334,2.18,93.801,121.56299999999999
fid28,p1,post,none,becca,65.5,7.0985,0.8775000000000001,16.728,12.748000000000001,152.878,35.504000000000005,9.525500000000001,61.168,26.084000000000003,7.0985,0.8775000000000001,16.728
fid28,p2,post,right,becca,72.5,15.224499999999999,19.1075,1.437,2.939,170.1565,28.799500000000002,13.146,68.8015,13.303,15.224499999999999,19.1075,1.437
fid28,p3,post,left,becca,49,0.6935,19.9875,6.045,2.5345,230.442,37.3725,17.2155,1.4495,8.187999999999999,0.6935,19.9875,6.045
fid29,p1,pre,none,alice,23,49.0005,242.2115,15.386,15.182,33.704499999999996,31.6695,191.029,15.4165,9.0075,49.2175,242.2115,15.4695
fid29,p2,pre,right,alice,44.5,33.057,18.6405,0.6435,11.6615,40.700500000000005,21.475,113.36,76.244,35.393,33.057,18.6405,0.6435
fid29,p3,pre,left,alice,38,4.6855,112.1345,38.492000000000004,18.0195,18.553,15.6145,206.1875,23.8095,14.56,4.6855,112.1345,38.492000000000004
fid3,p1,post,none,diana,7,0,38.368,0,33.005,0,0,0,251.887,13.61,300,38.368,300
fid3,p1,pre,none,diana,9,4.7,70.169,0,3.171,0,0,60.322,228.277,7.667,4.7,70.169,300
fid3,p2,post,left,diana,1,0,1.049,0,0,0,0,0,298.188,0,300,1.049,300
fid3,p2,pre,right,diana,26,124.656,0.023,48.889,12.816,6.677,22.685,17.113,194.707,43.75,124.656,0.023,48.889
fid3,p3,post,right,diana,5,0,0.517,0,0,0,0,0,296.279,3.204,300,0.517,300
fid3,p3,pre,left,diana,1,0,0.261,0,0,0,0,0,299.65,0,300,0.261,300
fid30,p1,post,none,dawn,93,22.762999999999998,15.8555,3.12,9.644,166.10199999999998,44.951,13.5785,36.286500000000004,26.2605,22.762999999999998,15.8555,3.12
fid30,p1,pre,none,dawn,68.5,44.159,1.5495,84.1155,20.8995,41.534,27.697499999999998,55.322,123.8305,30.359,44.159,1.5495,84.1155
fid30,p2,post,left,dawn,63,21.851,14.6755,1.5474999999999999,9.344999999999999,45.674,39.3635,25.4905,139.06400000000002,22.296,21.851,14.6755,1.5474999999999999
fid30,p2,pre,right,dawn,127,7.3215,11.1075,0.853,34.485,43.819500000000005,59.6275,25.134999999999998,77.419,58.223,7.3215,11.1075,0.853
fid30,p3,post,right,dawn,9,0,0.45099999999999996,0,0,0,0,0,295.84450000000004,3.7554999999999996,300,0.45099999999999996,300
fid30,p3,pre,left,dawn,136.5,14.3595,0.5545,8.622,31.1025,63.391999999999996,58.088,19.0905,75.79249999999999,50.275000000000006,14.3595,0.5545,8.622
fid31,p1,post,none,bailey,41,10.725999999999999,1.7930000000000001,33.975,17.197499999999998,49.5155,36.179500000000004,68.06700000000001,81.9405,48.536,10.725999999999999,1.7930000000000001,33.975
fid31,p1,pre,none,bailey,63.5,0.6735,70.065,52.7085,31.354,78.099,39.5015,55.888,50.418,42.961,0.6735,70.065,52.7085
fid31,p2,post,right,bailey,37.5,0,2.904,195.5955,24.574,19.7875,24.1575,0,186.171,45.0175,300,2.904,195.5955
fid31,p2,pre,left,bailey,30,36.288,76.65350000000001,0.5425,6.7405,211.832,45.713,0.401,21.686999999999998,11.412500000000001,192,76.65350000000001,0.5425
fid31,p3,post,left,bailey,18.5,103.7615,2.7695,201.7235,7.0745000000000005,2.8015,5.874,0.2665,267.57050000000004,9.679,253.7945,2.7695,201.7235
fid31,p3,pre,right,bailey,54.5,4.6945,14.349,1.3595000000000002,46.1155,42.81,60.088,6.6065000000000005,89.4065,51.447,4.6945,14.349,1.3595000000000002
fid32,p1,post,none,claire,30,3.423,29.586,47.669,14.69,33.9,21.352,14.946,194.857,17.616,3.423,29.586,47.669
fid32,p1,pre,none,claire,28,4.02,139.828,193.68099999999998,28.83,69.43350000000001,40.9125,95.594,36.169,22.542,4.02,139.828,193.68099999999998
fid32,p2,post,left,claire,5,0,0.237,0,0,0,0,0,293.452,4.267,300,0.237,300
fid32,p2,pre,right,claire,5,0,0,1.009,4.0555,286.373,7.695,0,0,0,300,300,1.009
fid32,p3,post,right,claire,1,0,0.195,0,0,0,0,0,299.805,0,300,0.195,300
fid32,p3,pre,left,claire,3,0,0,0.6990000000000001,0,291.35,6.673,0,0,0,300,300,0.6990000000000001
fid33,p1,post,none,barbara,23,0,15.301,4.888,8.009,252.005,16.013,0,16.419,6.668,300,15.301,4.888
fid33,p2,post,right,barbara,15,0,264.016,0.078,2.569,275.916,12.543,0,4.671,3.736,300,264.016,0.078
fid33,p3,post,left,barbara,13,0,0,0.086,5.61,280.363,9.948,0,0,3.736,300,300,0.086
fid34,p1,post,none,charlotte,78,17.118,24.489,12.376,40.563,73.407,42.981,33.746,72.074,36.642,17.118,24.489,12.376
fid34,p1,pre,none,charlotte,39.5,3.601,9.274999999999999,26.714,15.2175,15.890999999999998,10.143,12.142,214.9265,28.101999999999997,3.601,9.274999999999999,26.714
fid34,p2,post,charlotte,INT.csv,47,0.893,12.972,2.029,10.751,6.676,12.378,5.368,235.094,28.594,0.893,12.972,2.029
fid34,p2,post,left,charlotte,26,0.16,13.091,2.4124999999999996,7.5915,6.4045,10.8095,8.811,251.75400000000002,13.996,0.16,13.091,2.4124999999999996
fid34,p2,pre,right,charlotte,70.5,159.59699999999998,1.477,162.839,19.781,18.9495,21.628,18.569,175.122,41.6455,159.59699999999998,1.477,162.839
fid34,p3,post,right,charlotte,7,0,0.222,0,0,0,0,0,292.044,7.876,300,0.222,300
fid34,p3,pre,left,charlotte,44,51.992000000000004,1.1740000000000002,56.974500000000006,21.7565,11.2085,22.761,3.068,190.775,46.159,52.673,1.1740000000000002,56.974500000000006
fid35,p1,post,none,beatrice,22,0.65,65.781,0,7.207,0,14.143,27.321,225.945,24.121,0.65,65.781,300
fid35,p2,post,right,beatrice,18,94.649,0.788,116.775,30.395,128.623,16.891,24.719,85.671,13.948,94.649,0.788,116.775
fid35,p3,post,left,beatrice,33,0,18.664,0.099,26.664,171.78,38.435,0,31.126,30.4,300,18.664,0.099
fid36,p1,post,none,bethany,39,1.397,6.855,34.828,22.56,9.344,19.884,2.1,210.189,34.962,2.594,6.855,34.828
fid36,p1,pre,none,bethany,75.5,2.1715,32.468,47.891000000000005,32.8755,57.378,54.689,20.4195,83.6515,46.0755,2.1715,32.468,47.891000000000005
fid36,p2,post,left,bethany,19,0,0.264,134.198,16.081,159.955,19.521,0,83.816,17.18,300,0.264,134.198
fid36,p2,pre,right,bethany,49.5,207.0565,1.8305,212.664,22.292,2.4185,23.884999999999998,19.063000000000002,181.971,36.974000000000004,207.0565,1.8305,212.664
fid36,p3,post,right,bethany,68,0.242,4.525,88.863,52.606,17.649,30.702,60.413,72.344,63.138,0.242,4.525,88.863
fid36,p3,pre,left,bethany,81,102.985,46.679,76.693,35.605000000000004,59.347,58.9005,13.746500000000001,68.73349999999999,56.2005,102.985,46.679,76.693
fid37,p1,post,none,bianca,15,0.784,47.867,33.186,2.405,228.655,15.479,15.221,4.541,20.925,0.784,47.867,33.186
fid37,p1,pre,none,bianca,22,23.2455,15.6375,1.177,7.249499999999999,229.0315,14.828,35.393,5.2715,7.172,23.2455,15.6375,1.177
fid37,p2,post,right,bianca,11,0,152.195,0.242,6.13,143.687,9.842,0,128.566,11.108,300,152.195,0.242
fid37,p2,pre,left,bianca,39.5,15.754,3.1189999999999998,35.1505,8.062999999999999,163.1565,20.621000000000002,0.6675,88.6245,13.4525,186.0745,3.1189999999999998,35.1505
fid37,p3,post,left,bianca,1,0,0.023,0,0,0,0,0,299.855,0,300,0.023,300
fid37,p3,pre,right,bianca,44.5,104.1635,0.956,37.307500000000005,17.8925,-91.8125,30.892,1.6005,155.7485,35.629,104.1635,0.956,37.307500000000005
fid38,p1,post,none,audrey,34,0.788,28.853,10.934,11.121,44.048,24.862,19.485,183.173,14.274,0.788,28.853,10.934
fid38,p1,pre,none,audrey,13,60.135000000000005,2.4610000000000003,93.2515,1.065,195.98,4.6695,30.6485,54.793,3.164,60.135000000000005,2.4610000000000003,93.2515
fid38,p2,post,left,audrey,1,0,0.058,0,0,0,0,0,299.66,0,300,0.058,300
fid38,p2,pre,right,audrey,27,5.8855,9.8045,1.131,4.2765,5.2035,6.409,33.097,239.18200000000002,9.875,5.8855,9.8045,1.131
fid38,p3,post,right,audrey,4,0,4.241,0,0.934,0,0.7665,0,295.389,1.5514999999999999,300,4.241,300
fid38,p3,pre,left,audrey,3,0,1.0025,0,0,0,0,0,294.0005,1.8035,300,1.0025,300
fid39,p1,pre,none,alexandra,2.5,0,1.221,0,0,0,0,0,147.7125,2.5335,300,1.221,300
fid39,p2,pre,right,alexandra,19,0,1.5070000000000001,267.6795,7.4575,8.139,8.8455,0,109.625,14.6705,300,1.5070000000000001,267.6795
fid39,p3,pre,left,alexandra,4,0,0,0.3605,0,296.9375,0.7995,0,0,0,300,300,0.3605
fid4,p1,post,none,beyonce,37,58.698,84.858,25.467,17.744,46.715,56.852,22.691,109.169,48.414,58.698,84.858,25.467
fid4,p1,pre,none,beyonce,127.5,7.83,1.187,11.038,24.9725,72.6235,46.3765,22.951,79.419,52.6475,7.83,1.187,11.038
fid4,p2,post,left,beyonce,69,164.688,221.198,5.816,9.343,107.036,85.898,34.589,25.094,35.117,164.688,221.198,5.816
fid4,p2,pre,right,beyonce,106.5,5.5235,9.5,1.0195,18.6445,77.5755,71.509,22.3735,58.596000000000004,51.308499999999995,5.5235,9.5,1.0195
fid4,p3,post,right,beyonce,16,1.052,0,22.66,1.863,258.819,21.094,18.303,0,0,1.052,300,22.66
fid4,p3,pre,left,beyonce,102.5,2.9240000000000004,27.3495,13.655999999999999,20.6855,60.872,63.189,38.0525,50.182,66.34700000000001,2.9240000000000004,27.3495,13.655999999999999
fid5,p1,post,none,abigail,37,2.233,99.13,71.536,8.54,9.608,18.421,92.657,141.692,24.274,2.233,99.13,71.536
fid5,p1,pre,none,abigail,46.5,1.1885000000000001,32.548,59.774,14.411999999999999,24.971,26.6815,45.244,152.99,36.3855,1.1885000000000001,32.548,59.774
fid5,p2,post,right,abigail,37,0,1.263,29.558,4.27,14.713,20.554,0,214.395,43.786,300,1.263,29.558
fid5,p2,pre,left,abigail,23,0,1.3459999999999999,66.271,1.8665,202.09050000000002,28.700499999999998,0,56.856,2.808,300,1.3459999999999999,66.271
fid5,p3,post,left,abigail,14,149.598,0.122,0,6.673,0,0,10.949,270.418,10.946,149.598,0.122,300
fid5,p3,pre,right,abigail,26,264.2185,189.055,0.19449999999999998,12.143,219.723,13.349499999999999,1.8685,32.033,20.813000000000002,264.33450000000005,189.055,0.19449999999999998
fid6,p1,post,none,beth,53,5.245,2.142,11.275,12.542,127.23,46.446,29.895,45.95,38.974,5.245,2.142,11.275
fid6,p2,post,right,beth,16,0,0,0.641,0,286.816,12.543,0,0,0,300,300,0.641
fid6,p3,post,left,beth,6,0,0,0.872,0,296.157,3.737,0,0,0,300,300,0.872
fid7,p1,post,none,bella,27,222.832,2.086,206.948,4.808,49.542,16.549,19.218,191.254,17.353,222.832,2.086,206.948
fid7,p2,post,right,bella,35,123.17,127.233,1.543,9.781,128.396,65.664,44.603,16.016,34.325,123.17,127.233,1.543
fid7,p3,post,left,bella,40,0.912,231.809,5.15,6.139,213.798,46.345,19.485,3.203,8.573,0.912,231.809,5.15
fid8,p1,post,none,blossom,43,0.769,37.706,94.997,42.726,14.95,76.612,80.081,9.874,67.071,0.769,37.706,94.997
fid8,p2,post,right,blossom,34,37.07,276.444,7.043,25.837,115.849,68.335,56.594,20.951,13.551,37.07,276.444,7.043
